Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Decedent's home,35,355,17,13,0,39,
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Hospice facility,,47,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Nursing home/long term care facility,17,219,,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Other,,64,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Place of death unknown,0,0,0,0,0,0,
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Total - All Places of Death,145,1128,120,80,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,"Healthcare setting, inpatient",112,404,92,70,0,134,
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,"Healthcare setting, outpatient or emergency room",,49,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Decedent's home,18,387,,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Hospice facility,,37,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Nursing home/long term care facility,,191,12,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Other,0,58,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Place of death unknown,0,0,0,0,0,0,
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,Total - All Places of Death,172,1198,154,97,,231,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,"Healthcare setting, inpatient",123,422,125,83,,166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,"Healthcare setting, outpatient or emergency room",,42,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,Decedent's home,17,419,10,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,Hospice facility,,38,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,Nursing home/long term care facility,20,229,11,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,Other,,47,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,Place of death unknown,0,0,0,0,0,0,
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,Total - All Places of Death,187,1033,133,97,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,"Healthcare setting, inpatient",131,382,108,83,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,"Healthcare setting, outpatient or emergency room",,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,Decedent's home,17,346,,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,Hospice facility,,37,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,Nursing home/long term care facility,25,180,,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,Other,,61,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,Place of death unknown,0,0,0,0,0,0,
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,Total - All Places of Death,61,805,59,29,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,"Healthcare setting, inpatient",36,231,42,20,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,"Healthcare setting, outpatient or emergency room",0,30,0,0,0,0,
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,Decedent's home,12,307,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,Hospice facility,,35,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,Nursing home/long term care facility,,163,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,Other,0,39,0,0,0,0,
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,Place of death unknown,0,0,0,0,0,0,
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,Total - All Places of Death,,265,11,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,"Healthcare setting, inpatient",,56,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,"Healthcare setting, outpatient or emergency room",0,12,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,Decedent's home,0,107,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,Hospice facility,0,10,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,Nursing home/long term care facility,0,74,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,Other,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Montana,Place of death unknown,0,0,0,0,0,0,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Total - All Places of Death,0,1562,130,0,29,159,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, inpatient",0,481,82,0,21,103,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, outpatient or emergency room",0,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Decedent's home,0,356,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Hospice facility,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Nursing home/long term care facility,0,454,31,0,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Other,0,147,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Place of death unknown,0,0,0,0,0,0,
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Total - All Places of Death,0,1388,105,0,13,118,
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, inpatient",0,393,66,0,10,76,
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, outpatient or emergency room",0,85,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Decedent's home,0,323,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Hospice facility,0,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Nursing home/long term care facility,0,400,23,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Other,0,142,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Place of death unknown,0,0,0,0,0,0,
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Total - All Places of Death,,1509,123,,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, inpatient",,396,69,,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, outpatient or emergency room",0,95,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Decedent's home,,394,23,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Hospice facility,0,42,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Nursing home/long term care facility,0,426,18,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Other,,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Place of death unknown,0,0,0,0,0,0,
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Total - All Places of Death,76,1460,122,19,,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, inpatient",41,348,70,12,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, outpatient or emergency room",,82,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
